,credit,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
6903,1,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,1,0,0,0,No,2,-42
6904,1,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18506,-3630,0,0,0,Core staff,2,-3
6905,1,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13485,-3756,0,0,0,Sales staff,2,-3
6906,1,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19219,-2835,0,0,0,Unknown,2,-44
6907,1,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,0,Unknown,2,-21
6908,1,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12681,-709,0,0,0,Sales staff,2,-11
6909,1,M,Y,N,0,540000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14342,-1365,1,1,0,Managers,2,-20
6910,1,M,Y,N,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10986,-3595,1,1,0,Laborers,2,-11
6911,1,M,N,N,1,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-15437,-7835,0,1,0,Unknown,3,-27
6912,1,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21405,1,0,0,0,No,1,-38
6913,1,F,N,N,0,139500.0,Working,Higher education,Separated,House / apartment,-16203,-7100,0,0,0,Managers,1,-9
6914,0,F,N,Y,1,99000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11392,-4034,1,0,0,Laborers,3,-16
6915,1,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21656,1,0,0,0,No,2,-14
6916,1,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-3999,0,1,0,Sales staff,2,-12
6917,1,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-1959,0,0,0,Laborers,2,-36
6918,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-10014,-592,1,1,0,Core staff,2,-12
6919,1,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-19382,-3352,0,0,0,Unknown,2,-11
6920,1,M,Y,N,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10986,-3595,1,1,0,Laborers,2,-18
6921,1,F,N,Y,0,180000.0,Pensioner,Lower secondary,Married,House / apartment,-22169,1,0,0,0,No,2,-28
6922,1,F,N,Y,0,360000.0,Working,Secondary / secondary special,Widow,House / apartment,-20452,-7310,0,1,0,Sales staff,1,-30
6923,1,F,N,Y,3,202500.0,State servant,Higher education,Married,House / apartment,-12904,-1404,0,1,0,Core staff,5,-23
6924,0,F,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14100,-3623,0,0,0,Private service staff,4,-46
6925,0,F,N,Y,1,90000.0,Commercial associate,Higher education,Married,House / apartment,-9600,-686,1,1,0,Core staff,3,-1
6926,1,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116,-2269,0,0,0,Medicine staff,2,-10
6927,1,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23035,1,0,1,0,No,2,-39
6928,1,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,1,0,1,0,No,2,-3
6929,0,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-18794,-6358,0,0,0,High skill tech staff,2,-23
6930,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18810,-3830,1,0,0,Laborers,2,-34
6931,1,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17880,-9858,0,0,0,Cooking staff,2,-29
6932,1,M,Y,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-12120,-4602,1,1,0,Managers,2,-11
6933,1,M,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8242,-801,1,0,0,Laborers,1,-16
6934,1,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,Rented apartment,-10347,-2420,0,0,0,Core staff,2,-47
6935,1,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12546,-2539,0,0,0,Low-skill Laborers,3,-26
6936,1,F,N,N,0,60750.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22728,1,0,0,0,No,2,-53
6937,1,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12369,-1314,0,0,0,Accountants,2,-55
6938,1,M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,0,0,Laborers,2,-26
6939,1,F,N,N,2,315000.0,Commercial associate,Higher education,Married,House / apartment,-12932,-309,1,1,0,Managers,4,-21
6940,1,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15970,-8987,0,0,0,Cleaning staff,1,-17
6941,1,F,N,N,0,162000.0,Working,Secondary / secondary special,Married,House / apartment,-16925,-1648,1,0,0,High skill tech staff,2,-3
6942,1,M,Y,Y,2,211500.0,Working,Secondary / secondary special,Married,House / apartment,-10435,-2987,0,0,0,Unknown,4,-10
6943,1,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23864,1,0,0,0,No,2,-5
6944,1,M,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-14243,-3111,0,0,0,Managers,2,-42
6945,1,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,-9310,-825,0,0,0,Core staff,2,-13
6946,0,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,0,0,0,Sales staff,2,-50
6947,1,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21188,-5818,0,0,0,Unknown,2,-20
6948,0,F,N,Y,1,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12101,-1009,1,0,0,Core staff,3,-12
6949,0,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23602,1,0,1,0,No,1,-37
6950,1,F,N,N,2,450000.0,Working,Higher education,Married,House / apartment,-11870,-221,0,0,0,Core staff,4,-23
6951,1,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-14155,-6670,0,0,1,Medicine staff,2,-44
6952,1,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19984,-4662,0,1,0,Unknown,2,-6
6953,1,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,-11770,-285,0,0,0,Sales staff,1,-49
6954,1,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23510,-1144,0,1,0,Security staff,2,-13
6955,0,F,Y,Y,2,540000.0,Working,Secondary / secondary special,Married,House / apartment,-15072,-4997,1,1,0,Accountants,4,-13
6956,1,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17708,-1571,0,0,0,Unknown,3,-33
6957,1,M,Y,Y,0,211500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13427,-5237,1,0,0,Unknown,2,-43
6958,1,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,0,Medicine staff,2,-50
6959,1,F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-22145,1,0,0,0,No,1,-33
6960,1,M,Y,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10634,-102,0,0,0,IT staff,4,-45
6961,1,M,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22688,1,0,0,0,No,2,-45
6962,1,F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,-12155,-979,0,0,0,Sales staff,3,-39
6963,1,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-20538,-5525,1,0,0,Sales staff,1,-26
6964,1,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13195,-1266,0,0,0,Laborers,4,-7
6965,0,M,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,-9288,-959,0,0,0,Laborers,1,-1
6966,1,M,Y,N,2,315000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11080,-657,0,0,0,Managers,4,-20
6967,1,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948,-9359,0,0,0,Unknown,3,-19
6968,1,M,Y,Y,1,324000.0,Working,Higher education,Married,House / apartment,-11296,-3181,1,1,0,High skill tech staff,3,-36
6969,1,F,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,1,0,0,0,No,2,-59
6970,1,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,0,0,0,Unknown,1,-7
6971,1,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,0,0,0,Sales staff,1,-59
6972,1,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,-10542,-2607,0,0,0,Unknown,3,-15
6973,1,F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-17570,-1978,0,0,1,Core staff,1,-5
6974,1,F,N,N,0,121500.0,Working,Secondary / secondary special,Separated,House / apartment,-16471,-2745,0,1,0,Unknown,1,-42
6975,1,M,Y,N,0,247500.0,Working,Higher education,Married,Municipal apartment,-17075,-1815,0,0,1,Security staff,2,-26
6976,1,F,N,Y,2,243000.0,State servant,Higher education,Married,House / apartment,-10177,-3395,0,0,0,Core staff,4,-15
6977,1,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18240,-4561,0,0,0,Laborers,2,-52
6978,1,F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15692,-3649,0,0,0,Managers,4,-4
6979,1,F,N,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-19614,-2878,0,0,0,Managers,3,-13
6980,1,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,0,0,0,Laborers,2,0
6981,1,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15407,-1801,0,0,0,Waiters/barmen staff,2,-31
6982,1,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13108,-4545,0,1,0,Unknown,2,-7
6983,1,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,0,0,0,Core staff,1,-44
6984,1,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18283,-1113,0,0,0,Unknown,2,-19
6985,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-1570,0,0,0,Private service staff,2,-12
6986,1,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,1,0,0,0,No,1,-52
6987,1,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9066,-2407,0,0,0,Cooking staff,3,-30
6988,1,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778,-2910,1,0,1,Core staff,3,-50
6989,1,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-11988,-1497,0,1,0,HR staff,4,-27
6990,1,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20846,1,0,0,0,No,2,-5
6991,1,F,N,Y,0,65250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-19897,1,0,1,0,No,1,-47
6992,1,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23751,1,0,0,0,No,2,-22
6993,1,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18744,-2988,0,0,0,Private service staff,2,-8
6994,1,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15725,-3131,0,0,0,Managers,3,-24
6995,0,M,Y,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-14369,-4633,0,1,0,Managers,2,-33
6996,0,M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,-12675,-1328,0,0,0,Drivers,3,-45
6997,1,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21131,-9379,0,1,0,Unknown,2,-49
6998,1,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,0,0,0,Core staff,1,-25
6999,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24182,1,0,1,0,No,2,-2
7000,1,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18313,-4946,0,0,0,Core staff,1,-30
7001,1,F,N,Y,0,90000.0,Working,Secondary / secondary special,Widow,House / apartment,-17710,-1772,0,0,0,Cooking staff,1,-8
7002,1,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17444,-1112,1,0,0,Laborers,2,-44
7003,1,F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20145,-11907,1,1,0,Sales staff,1,-49
7004,1,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-9961,-1775,0,0,0,Unknown,3,-30
7005,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19682,-2104,1,0,0,Cleaning staff,1,-12
7006,1,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,0,0,0,Laborers,2,-56
7007,1,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,0,Drivers,1,-37
7008,1,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027,-5639,0,1,0,Managers,4,-45
7009,1,M,N,N,2,157500.0,Working,Higher education,Married,House / apartment,-11811,-4676,0,0,0,Laborers,4,-45
7010,1,M,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14507,-735,0,0,0,Laborers,4,-7
7011,1,F,Y,N,2,162000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9662,-796,1,1,0,Core staff,4,-28
7012,1,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,0,0,0,Unknown,2,-39
7013,1,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14295,-2083,1,1,0,Laborers,1,-46
7014,0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8568,-809,0,0,0,Sales staff,1,-2
7015,1,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,0,0,Laborers,1,-14
7016,1,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,2,-24
7017,1,F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,-9932,-668,0,1,1,Accountants,3,-15
7018,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10752,-590,1,0,0,Unknown,1,-42
7019,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11004,-1570,0,0,0,Private service staff,2,-5
7020,1,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12278,-869,0,0,0,Unknown,2,-24
7021,1,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,0,Laborers,3,-16
7022,1,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-16391,-1601,0,0,0,Security staff,2,-5
7023,1,F,N,N,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14619,-918,0,0,0,Core staff,3,-30
7024,0,F,N,Y,1,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15899,-3993,0,0,0,Unknown,2,-48
7025,1,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746,-693,0,0,0,Unknown,1,-16
7026,1,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,0,1,0,Sales staff,2,-46
7027,1,F,N,N,1,202500.0,Working,Higher education,Married,Municipal apartment,-12131,-793,0,0,0,Unknown,3,-18
7028,1,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,-20763,-657,1,1,0,Unknown,1,-6
7029,1,M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14829,-685,0,1,0,Laborers,3,-11
7030,1,F,Y,N,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,-16678,-7192,0,0,0,Managers,2,-42
7031,1,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15875,-2758,1,1,0,Core staff,2,-33
7032,1,F,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-10278,-1619,0,0,0,Unknown,3,-11
7033,1,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314,-962,0,0,1,Sales staff,2,-11
7034,1,F,Y,Y,0,445500.0,Commercial associate,Higher education,Married,House / apartment,-12477,-456,0,0,0,Managers,2,-31
7035,1,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15133,-4888,0,1,0,Secretaries,2,-18
7036,0,F,N,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-13752,-167,1,1,0,Managers,2,-35
7037,1,M,N,N,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14339,-316,1,0,0,Core staff,2,-22
7038,1,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-18713,-3627,1,0,0,Unknown,2,-17
7039,1,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14723,-1224,0,1,0,Core staff,4,-36
7040,1,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9734,-2049,1,1,1,Core staff,3,-39
7041,1,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16496,-338,0,0,0,Medicine staff,1,-27
7042,1,F,N,N,0,202500.0,Working,Higher education,Single / not married,House / apartment,-11991,-706,0,0,1,Laborers,1,-9
7043,1,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9894,-2499,1,1,0,Sales staff,2,-24
7044,1,M,Y,Y,2,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-12529,-918,1,0,0,Unknown,4,-9
7045,1,M,Y,N,0,247500.0,State servant,Higher education,Married,With parents,-12118,-2313,1,1,1,Core staff,2,-13
7046,1,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22530,1,0,1,0,No,2,-18
7047,0,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10425,-1534,1,1,0,Sales staff,2,-4
7048,1,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23120,1,0,0,0,No,2,-13
7049,1,F,N,N,2,82350.0,Working,Incomplete higher,Married,With parents,-12154,-4083,1,0,0,Cleaning staff,4,-35
7050,1,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14574,-964,0,1,1,Medicine staff,3,-24
7051,1,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-14498,-6123,0,0,1,Core staff,2,-29
7052,1,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15053,-1131,0,0,0,Managers,2,-35
7053,1,M,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-11714,-765,0,1,0,High skill tech staff,2,-25
7054,1,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110,-401,0,0,0,Cooking staff,2,-56
